가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,image1,menu2,price2,image2,menu3,price3,image3,menu4,price4,image4
화류,0.353,0.147,0.147,0.105,0,0.042,0,0.206,0,101121868,서울 마포구 성지5길 19 1층,0507-1376-8310,모듬 야키토리 9종세트,"30,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230706_48%2F1688623241146FbLH9_JPEG%2F%25B8%25F0%25B5%25EB%25B2%25BF%25C4%25A1.jpg,사시미우니,"39,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230706_189%2F1688623167769T4gdx_JPEG%2F%25B8%25F0%25B5%25EB%25BB%25E7%25BD%25C3%25B9%25CC.jpg,소꼬리구이,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230706_42%2F1688623122304ek5KH_JPEG%2F%25BC%25D2%25B2%25BF%25B8%25AE%25B1%25B8%25C0%25CC.jpg,갈색양송이튀김,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230725_6%2F1690258227931xegYw_JPEG%2F%25B0%25A5%25BB%25F6%25BE%25E7%25BC%25DB%25C0%25CC%25C6%25A2%25B1%25E8.jpg
츠키젠,0.331,0.118,0.11,0.093,0.125,0.025,0.036,0.055,0.106,117291003,서울 마포구 독막로8길 23 1층,0507-1362-1655,상로스카츠,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200726_153%2F1595758736126PgimN_JPEG%2FppY6MkiU9cpuDKlsZlGg-HFb.jpg,샤톤브리앙,"14,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230610_30%2F1686365566261b3sVO_JPEG%2FAFFAC740-A034-4F75-9854-AC941BE931EE.jpeg,멘치카츠,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220917_46%2F1663389045038R9wSS_JPEG%2FB0B8285D-FDFD-4E44-9A63-E0FDB2853DE6.jpeg,로스카츠,"12,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230610_122%2F1686365595258stMgl_JPEG%2F2521BD99-7281-4F6D-951E-CB62A2388C1C.jpeg
더피자보이즈 합정본점,0.513,0.104,0.098,0.028,0.056,0.062,0.087,0.053,0,3762447,서울 마포구 독막로9길 6 2층,02-322-9896,트리플머쉬룸,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220224_37%2F1645682359389kgiAJ_JPEG%2F69A50096-BDC2-42D0-9C1E-51F5206BCF11.jpeg,크리미치킨 L,"27,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220224_119%2F1645682303615MstvT_JPEG%2F95A94C81-13DA-411B-BDC8-7FABFFBDB99C.jpeg,페퍼로니피자 L,"22,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160227_231%2F14565755164330jYp8_JPEG%2F0d421a0e-65a3-413c-b0d5-910a397b982c.jpeg,Hal&Half L,"28,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220224_105%2F164570550015328kxj_JPEG%2FC5F1E651-97C1-4314-91C9-C6C5DD4915BC.jpeg
마코토,0.254,0.155,0.053,0.121,0.128,0.035,0.051,0.081,0.123,120104262,서울 마포구 와우산로21길 12-3 1층,0507-1329-8310,마코토정식,"21,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220829_261%2F1661740981059rqWC6_JPEG%2F1661740922119.jpg,사케동/사케뱃살동,"16,000~17,000",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201015_146%2F1602734543550KUDCR_JPEG%2FI8DSEJTfz3Vw-2b3APIq7-K3.jpg,사케쇼유쯔께동(연어장덮밥),"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220829_156%2F1661741707253qlLcU_JPEG%2F1661741258747.jpg,아보카도간장새우동,"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230621_170%2F1687302626218MvYDU_JPEG%2F2023-02-28-14-47-11-612.jpg
연남정,0.366,0.158,0.042,0.024,0.111,0.189,0,0,0.109,147283735,서울 마포구 연남로 79,010-5525-5045,1인,"8,000원",none,,,,,,,,,
화씨이육공 연남점,0.313,0.215,0.066,0.163,0.124,0,0,0.118,0,119923829,"서울 마포구 동교로 258 1층, 2층 화씨이육공 연남점",02-336-5260,큰판,"89,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_8%2F1692672233393sQmgx_JPEG%2F%25C5%25AB%25C6%25C7.jpg,한판,"75,300원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_116%2F1692672252544xxWX5_JPEG%2F%25C7%25D1%25C6%25C7.jpg,반판,"49,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_211%2F169267226203425RHu_JPEG%2F%25B9%25DD%25C6%25C7.jpg,마블삼겹,"15,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_114%2F1692672300815HRNxz_JPEG%2F%25BB%25EF%25B0%25E3%25BB%25EC.jpg
샌도,0,0.214,0.268,0.169,0,0.097,0,0.252,0,187744003,서울 마포구 성지3길 60 1F 101호,0507-1344-9090,딸기바나나주스,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230524_3%2F1684908513718caxp9_JPEG%2F%25BB%25F7%25B5%25B5_%25B5%25FE%25B1%25E2%25B9%25D9%25B3%25AA%25B3%25AA%25C1%25EA%25BD%25BA.jpg,수박주스,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230524_25%2F1684908494650MrHRp_JPEG%2F%25BB%25F7%25B5%25B5_%25BC%25F6%25B9%25DA%25C1%25EA%25BD%25BA.jpg,바질카프레제 오픈샌드위치,"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230905_73%2F1693873990618C3O0w_JPEG%2FKakaoTalk_20230905_093155848_05.jpg,스모크드살몬 오픈샌드위치,"8,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230905_11%2F1693874009654GmTmJ_JPEG%2FKakaoTalk_20230905_093155848_07.jpg
화목,0.379,0.243,0.045,0.175,0.113,0,0,0.045,0,133654218,서울 마포구 월드컵로1길 11 1층,02-3144-0616,꽃갈비살,"27,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220110_217%2F16417866696343LShD_JPEG%2F1641621848136-5.jpg,통목살,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220110_133%2F1641786544574bG4jv_JPEG%2F1640676323540-0.jpg,통삼겹살,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220110_213%2F1641786565635Wld4d_JPEG%2F1640676323540-3.jpg,얼음물쫄면,"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211225_17%2F1640425705349pTEvz_JPEG%2FB2FE43E4-58A5-4D9E-A11E-51A0ACF444E7.jpeg
라오광식반,0.22,0.102,0.197,0.076,0.081,0.074,0.107,0.076,0.068,167128063,"서울 마포구 와우산로29마길 27 2층 서교동, 디자인카운티",070-7798-1688,광동식 우육조림,"23,800원",none,카레 우육감자조림,"23,800원",none,삐펑탕 새우볶음,"26,800원",none,파인애플 탕수육,"16,800원",none
슈츄안꼬치훠궈마라탕,0.319,0.162,0.159,0.032,0.15,0.086,0.091,0,0,111855881,서울 마포구 어울마당로 59 2층,02-3144-3911,[]사골마라탕[기본재료 24가지 가득]진사골육수(중中((24가지 기본재료 확인필수)),"9,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_142%2F1638226991762l4Ka2_JPEG%2FrPuT-pwOeyg6Vnp98EpK4GhSP1ZmwzGGSwl5Q8uOX5dmVvGX1PKCQ5_NB0qmMcW3.jpg,[]마라반(비빔)밥도둑 마라샹궈NO[기본재료 24개가득(중中((24가지 기본재료 확인필수)),"12,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_202%2F1638226997961lkYua_JPEG%2FrPuT-pwOeyg6Vnp98EpK4Bnc-mG-p9NUU7jPzqJ2ZJJ20CKK5wER_WsUa0qIvpaD.jpg,"쑤로우튀김(꿔바로우와 다른 고추가루양념)국산 냉장생등심((中)국산 생등심 상등급,비법고추가루)","13,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_40%2F16382269983498tFy1_JPEG%2FrPuT-pwOeyg6Vnp98EpK4FaRsNWfrxPOvJPHLjuG3ZqgEahSxRUPohtbR3QDh8cp.jpg,[]토마토마라탕(기본재료 24가지가득)상큼한짬뽕느낌(중中((24가지 기본재료 확인필수)),"10,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_256%2F1638226988865bH0cB_JPEG%2F0uGjxuiYPMjsO9xwJKUczhL-QDWUys8NY9YuzD7MQzPlSr6pmA8DUEC8CsZOEzDy.jpg
백소정 홍대합정점,0.219,0.152,0.06,0.156,0.089,0.09,0.092,0.066,0.077,121266540,서울 마포구 독막로7길 51 2층,0507-1413-6201,마제소바 돈카츠 SET,"15,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230915_226%2F1694770078689s3LGt_JPEG%2FwrFI2w2VAmjnbtUv9_0QLr1WNhX-HZKmzb8PJZICm-6SHk1P1foTN9hQPWxdLOuT.jpg,돈카츠(로스카츠),"11,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230915_20%2F1694770078653qxVmX_JPEG%2FwrFI2w2VAmjnbtUv9_0QLmMMD5lL9FIOww0wTpPrzStwXsr79aOQYsAcg4Cl5FAi.jpg,에비텐 모듬카츠,"15,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230915_67%2F1694770078652IsDTj_JPEG%2FwrFI2w2VAmjnbtUv9_0QLqiDUMUW9Z3WY2IEFs1QXpB5LfjX7NRn2VMqdzPzsBrs.jpg,모짜렐라 치즈카츠(자르지 않고 배송됩니다.),"15,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230915_144%2F1694770078651u43Q6_JPEG%2Fg-AG7zCaj8qu7vFYfqP-3aXG546houE94bd6q3Pjut8%253D.jpg
윤멘,0.235,0.184,0.124,0.105,0.074,0.019,0.068,0.043,0.147,170433924,서울 마포구 포은로 27,,모츠츠케멘200g,"13,000원",none,모츠츠케멘300g,"14,000원",none,,,,,,
아우룸,0.345,0.124,0.167,0.075,0.098,0.037,0.05,0.103,0,147639740,서울 마포구 월드컵로5길 33-26,02-6105-0707,채끝 스테이크와 매쉬 포테이토,"42,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230705_179%2F1688538472178zybfa_JPEG%2FKakaoTalk_20230704_124359928_21.jpg,통닭 크림 파스타,"28,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230705_131%2F1688538527500knSxO_JPEG%2F%25B8%25DE%25C0%25CE1.jpg,홈메이드 라자냐,"21,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230705_165%2F1688538263736tFlfe_JPEG%2FKakaoTalk_20230704_124359928_27.jpg,통닭 먹물 리조또,"28,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210722_112%2F1626948314122e1DCD_JPEG%2FDaGO83wDd1k-O4L-3xM_bpRj.JPG.jpg
지즐 한우 오마카세 합정점,0.274,0.221,0.082,0.071,0,0.126,0.071,0.156,0,122647133,서울 마포구 양화로 19 지하1층 B103호,0507-1344-3398,한우1++ 프리미엄 특수부위 코스,"109,000원",none,한우1++(No.7~9) 등심코스,"89,000원",none,,,,,,
인,0.25,0.438,0,0.125,0,0.125,0,0.062,0,146750096,서울 마포구 포은로 39 1층 빨간지붕 펍자까야”인”,0507-1414-0050,생맥주,"5,000원",none,갓파더,"8,000원",none,갓마더,"8,000원",none,롱보드,"8,000원",none
사루카메,0.321,0.136,0.182,0.05,0.084,0.036,0,0.033,0.159,176360705,서울 마포구 연남로 15 1층,,런치한정_바지락 꽃게라멘,"13,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220416_278%2F1650078456748Bfkz4_JPEG%2F74E34855-6D52-4D16-9792-3D8C70CECFE4.jpeg,카메라멘(바지락육수),"9,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_271%2F16339560491197wlx3_JPEG%2FcFDSUtCXC2jtvoux62srSJrM.jpg,사루라멘(닭육수),"9,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_63%2F1633956076811o4FDn_JPEG%2FeO070Zf1XdJLJ6UlDGsWrUHz.jpg,마약탄탄마제멘_히로퐁,"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221230_136%2F1672368284852A6fiB_JPEG%2FA6B39449-5D44-41D8-9AFD-A1D54916E8B5.jpeg
명동 신세계떡볶이,0.313,0.207,0.07,0.066,0.088,0.097,0.031,0,0.128,177434807,서울 마포구 홍익로 10,070-8158-2690,떡볶이,"4,000원",none,순대,"4,000원",none,만두,"3,000원",none,튀김,"3,000원",none
정가네정육식당,0.383,0.215,0.112,0,0.14,0.075,0.056,0.009,0.009,1877919,서울 마포구 독막로12길 5,02-336-2999,통항정살200g,"18,000원",none,생삼겹살 200g,"15,000원",none,소금구이200g,"15,000원",none,꼬들살,"15,000원",none
불닭발한접시,0.283,0.25,0.067,0.133,0,0.067,0.117,0.083,0,109164576,서울 마포구 와우산로17길 14 2층,0507-1421-6331,[진짜불맛] 튤립닭발,"17,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_73%2F1695275203664WETX7_JPEG%2F4fe7ivJYcFQ7fqs_mVFB3y8ed-WzNOecwRBqQYDkB9RwnY1R2J9eh0cR2gaRTbgBmPQOYCwIkZ4M_Ehn.jpg,[맛있게매운] 통뼈닭발,"17,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_254%2F1695275203462TNATC_JPEG%2Fo2q7dThtb1W3ezTlt7EjPw9QJuiSn_pZd7O1A5tbdZYwLvFw2D8hedGyVCff51NBA255uZ67V22l6E7D.jpg,[직화바베큐치킨] 불닭,"17,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_158%2F1695275203452FcEhf_JPEG%2FgSX29ZSZ6-mLFnHA4yT8BWU1yuk5XXtQJDh7Rfae7OeuOITIJY-ofeF0zMdu3N9eLTLwFlRYfGYRWkL4.jpg,[뼈없는닭발] 무뼈닭발,"18,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_5%2F1695275203457DdBCq_JPEG%2FnRtoZtphBi2IhQyc6QdGqFVWjgisK_RSZAMSEWxWH3OnnuBAHBUurCXsP__wYOgClYFoWk7KEnVqcPcd.jpg
영빈,0.378,0.163,0.022,0.031,0.075,0.141,0.097,0,0.094,1167508,서울 마포구 홍익로5길 57 1층,02-325-3259,세트 1,"23,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_48%2F1641170233389kknLN_JPEG%2FVjNd2RpCNXv-4vb9IaZquG7XxhL2NT0JFIc3FtC8CNVZcdrePaDcinuJnWb0rjJa.jpg,세트 2,"24,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210219_264%2F1613722331922vKQqI_JPEG%2Fm00053801231021_a01_286.jpg,삼선짬뽕,"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210219_27%2F1613722331989Uj3Jy_JPEG%2Fm000062_d02_286.jpg,삼선짬뽕(곱배기),"11,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210219_27%2F1613722331989Uj3Jy_JPEG%2Fm000062_d02_286.jpg
삼첩분식 마포점,0.429,0.082,0.132,0.018,0.091,0.119,0.119,0,0.009,155145527,서울 마포구 성미산로 108 1층,070-7576-3870,[부산] 가래떡 떡볶이,"5,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230426_109%2F1682484961231RYQ3g_JPEG%2F%25B0%25A1%25B7%25A1%25B6%25B1_%25B6%25B1%25BA%25BA%25C0%25CC.jpg,[삼첩] 떡볶이,"8,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221220_150%2F167149597595616p9m_PNG%2F%25BB%25EF%25C3%25B8.png,[로제] 떡볶이,"9,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_60%2F1677118075022tjVGE_PNG%2F%25B7%25CE%25C1%25A6_%25C0%25CC%25B9%25CC%25C1%25F6_%25BA%25AF%25B0%25E6_%25B8%25DE%25C3%25DF%25B8%25AE%25BE%25CB_%2528%25C3%25D6%25BD%25C5%2529.png,[바질크림] 떡볶이,"9,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221220_166%2F1671495961705wCfaE_PNG%2F%25B9%25D9%25C1%25FA.png
연어롭다,0.388,0.096,0.132,0.04,0.187,0.037,0.078,0.028,0.013,153791866,서울 마포구 동교로38길 42,02-324-8300,생연어모듬,"35,000원",none,생연어사시미,"25,000원",none,생연어타다끼,"20,000원",none,생연어와 크림치즈롤,"16,000원",none
또보겠지떡볶이집 붕붕허니비점,0.396,0.16,0.111,0.037,0.076,0.092,0.081,0.048,0,3766386,서울 마포구 양화로19길 22-25 2층,0507-1415-1287,버터갈릭 감자튀김,"6,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220324_44%2F1648091066152l496e_JPEG%2F%25B0%25A8%25C6%25A2.jpg,2인분 포장(비조리),"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20210824_212%2F1629808308732pPdQJ_JPEG%2FKakaoTalk_20210824_212415286.jpg,날치알 볶음밥,"3,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220324_77%2F1648091095077Fwl5y_JPEG%2F%25BA%25BA%25C0%25BD%25B9%25E4.jpg,1인분 포장(비조리),"7,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20210824_6%2F1629808365217E1KjT_JPEG%2FKakaoTalk_20210824_212415286.jpg
나성타코,0.347,0.122,0.098,0.039,0.093,0.093,0.054,0.084,0.07,118518975,서울 마포구 잔다리로2길 24 2층,02-332-8180,나성타코,"3,900원",none,퀘사디야,"8,900원",none,브랙퍼스트 부리또,"11,900원",none,캘리포니아 부리또,"11,900원",none
뚜이연남,0.297,0.221,0.14,0.126,0,0.073,0,0.143,0,115103065,서울 마포구 동교로34길 11,0507-1376-0679,누룽지 꿔바로우,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_196%2F1692670102768uSdAi_GIF%2F%25B4%25A9%25B3%25A2_%25B4%25A9%25B7%25EE%25C1%25F6%25B2%25E3%25B9%25D9%25B7%25CE%25BF%25EC.gif,뚜이마라탕,"21,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230425_230%2F1682391454802bFp5J_JPEG%2F%25B8%25B6%25B6%25F3%25C5%25C1.jpg,아란치니마파두부,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_219%2F169266875072650SkT_GIF%2F%25B4%25A9%25B3%25A2_%25BE%25C6%25B6%25F5%25C4%25A1%25B4%25CF%25B8%25B6%25C6%25C4%25B5%25CE%25BA%25CE.gif,항정살공심채볶음,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230425_137%2F1682391394472czAlT_JPEG%2F%25C7%25D7%25C1%25A4%25BB%25EC%25B0%25F8%25BD%25C9%25C3%25A4%25BA%25BA%25C0%25BD.jpg
동대문엽기떡볶이 상수역점,0.404,0.171,0.046,0.079,0.071,0.068,0.132,0.014,0.014,158972948,서울 마포구 어울마당로 42 1층,0507-1305-8591,마라떡볶이,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230718_27%2F1689639390040Emxya_PNG%2F5._%25B8%25B6%25B6%25F3%25B6%25B1%25BA%25BA%25C0%25CC%2528%25C0%25CF%25B9%25DD%2529-min.png,엽기떡볶이,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211102_265%2F16358407472737ORc6_PNG%2FihgGZorYnlBBhIMmN2pn5UED.png,로제떡볶이,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211102_189%2F1635841007756M9o47_PNG%2FkBJ3uzSjH9jfQ2aIbHyNF53s.png,짜장떡볶이,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230113_174%2F1673579153395UwVBM_PNG%2F%25B1%25D7%25B8%25B21.png
심양 홍대점,0.467,0.186,0.08,0.035,0.045,0.101,0.05,0.035,0,2067207,서울 마포구 독막로9길 43 1층,02-324-9212,데리야끼 양꼬치,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211101_250%2F1635758109390Ycxpz_JPEG%2FHdHhtG7q0b93IUVon7y1TqMq.jpg,꿔바로우,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211101_253%2F1635758733444JHJrS_JPEG%2Fkw-aUW_Ynu0PT8HsKVrwBipW.jpg,양고급갈비,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211101_109%2F1635757342914cJwtr_JPEG%2FIHsODkHmi42wKAbXRGhhQwHc.jpg,오리지널 양꼬치,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211101_136%2F1635757820677C8EC6_JPEG%2Fhp8cMz6jse-anbpTqRzsDtAU.jpg
